   0.0000000000000000e+00   0.0000000000000000e+00
   5.0000000000000003e-02   6.6708644461051669e-21
   1.0000000000000001e-01   1.2692251666272236e-15
   1.5000000000000002e-01   1.0880933695530344e-12
   2.0000000000000001e-01   8.7749759136589547e-11
   2.5000000000000000e-01   1.6649652399507073e-09
   3.0000000000000004e-01   1.0089159946360348e-08
   3.4999999999999998e-01   9.4784203321311565e-09
   4.0000000000000002e-01  -1.3614272684301599e-07
   4.5000000000000001e-01  -7.5724088028463980e-07
   5.0000000000000000e-01  -2.3981711383802944e-06
   5.5000000000000004e-01  -6.1527877275682979e-06
   6.0000000000000009e-01  -1.3916844052386586e-05
   6.5000000000000002e-01  -2.7189398103193304e-05
   6.9999999999999996e-01  -4.5546878637974661e-05
   7.5000000000000000e-01  -6.7231563980327738e-05
   8.0000000000000004e-01  -9.2877417594842412e-05
   8.5000000000000009e-01  -1.3852444629060528e-04
   9.0000000000000002e-01  -2.8149899003285445e-04
   9.4999999999999996e-01  -7.9634463552163731e-04
   1.0000000000000000e+00  -2.4595302394641869e-03
   1.0500000000000000e+00  -7.0971257103744131e-03
   1.1000000000000001e+00  -1.8384865175117580e-02
   1.1499999999999999e+00  -4.2609759730439636e-02
   1.2000000000000002e+00  -8.8610760054884510e-02
   1.2500000000000000e+00  -1.6596448381042916e-01
   1.3000000000000000e+00  -2.8113869249126444e-01
   1.3500000000000001e+00  -4.3262202534375521e-01
   1.3999999999999999e+00  -6.0719806933936848e-01
   1.4500000000000002e+00  -7.7978127080557580e-01
   1.5000000000000000e+00  -9.1825458393747028e-01
   1.5500000000000000e+00  -9.9267415107085932e-01
   1.5707000000000000e+00  -9.9999984225956218e-01
   1.5708000000000000e+00  -9.9999999977062437e-01
   0.0000000000000000e+00   0.0000000000000000e+00
   9.8174770424681035e-02   9.2532469918680999e-16
   1.9634954084936207e-01   6.7315701363984220e-11
   2.9452431127404310e-01   8.7679207711492363e-09
   3.9269908169872414e-01  -9.5134521451633938e-08
   4.9087385212340517e-01  -1.9849809089659071e-06
   5.8904862254808621e-01  -1.1773277581666768e-05
   6.8722339297276724e-01  -4.0466541666226882e-05
   7.8539816339744828e-01  -8.4584058874364831e-05
   8.8357293382212931e-01  -2.1337900214297794e-04
   9.8174770424681035e-01  -1.6347635945103385e-03
   1.0799224746714913e+00  -1.2714908658657022e-02
   1.1780972450961724e+00  -6.5146237814018654e-02
   1.2762720155208536e+00  -2.2161980986811500e-01
   1.3744467859455345e+00  -5.1640163318906140e-01
   1.4726215563702154e+00  -8.4862535861101474e-01
   1.5707963267948966e+00  -1.0000000000000002e+00
